,codigo,titulo,fecha_inicio,fecha_fin,investigadores,institucion,programa,fuente
0,SA22I0077,Caracterización cualitativa y cuantitativa del fluido salival y surelación con la susceptibilidad a patologías orales en poblaciónadulta chilena,01/06/2022,01/06/2022,"J. Aitken / A. Molina, G. Rojas, A. Castro, A. Maturana, C. Lozano, P. Wurmann",Departamento de Patología y Medicina Oral,CONICYT/MINSAL,FONIS-Proyectos I&D
1,U-REDES-C_2018_07,Intervenciones para detección y tratamiento de trastornos mentales comunes con apoyo de tecnologías de la información y comunicación: ¿Red para el desarrollo de e-salud mental¿,01/10/2018,01/10/2020,"M. Rojas / O. Fernández, P. Herrera, A. Jiménez, A. Castro, C. Lüttges, D. Schwartz, V. Martínez",Centro de Diagnóstico,Fondo Central de Investigación,Programa U-Redes: Línea 2 incentivo a la Consolidación de Red; Domeyko II
2,SA18I0145,Factibilidad de una plataforma electrónica de apoyo a mujeres deprimidas en período posparto,01/04/2018,01/04/2018,"M. Rojas / A. Castro, V. Guajardo",Centro de Diagnóstico,CONICYT/MINSAL,FONIS-Proyectos I&D
3,SA13I10354,"Neuromodulación periférica en el tratamiento de dismenorrea primaria en adolescentes
",01/10/2013,01/10/2015,"V. Manríquez / P. Troncoso, M. Naser, A. Castro",Departamento de Obstetricia y Ginecología,CONICYT/MINSAL,FONIS-Proyectos I&D
4,1130230,Comprehensive technology-assisted training and supervision program to enhance depression Management in primary care ,01/03/2013,01/03/2016,"M. Rojas / R. Fritsch, V. Martínez, A. Castro, R. Alvarado, R. Marín",Departamento de Psiquiatría y Salud Mental Norte,FONDECYT,Regular
5,HJJA-6,Incentivo de la actividad física mediante uso de contadores de pasos en pacientes con EPOC,01/12/2010,01/12/2011,L. Mendoza / A. Castro,Servicio de Neumología,Hospital Clinico,Investigación Clínica 
6,1100205,A telemedicine-based collaborative programme to improve depression management in rural primary care services in Chile,01/03/2010,01/03/2013,"M. Rojas / A. Castro, R. Fritsch, R. Alvarado",Clínica Psiquiátrica,FONDECYT,Regular
7,SA10I20022,Efecto del incentivo de la actividad física mediante el uso de los contadores de pasos sobre la capacidad de ejercicio en pacientes con EPOC,01/12/2010,01/07/2012,"L. Mendoza / M. Ruiz, A. Castro",Servicio de Neumología,CONICYT/MINSAL,FONIS-Proyectos I&D
8,MULT 06/12-2,Desbalance de la respuesta Th1/Th2 en dermatitis atópica: papel de ST2,01/12/2006,01/12/2006,M. Hermoso / A. Castro,Programa de Inmunología,Fondo Central de Investigación,CONCURSO MULTIDISCIPLINARIO EN TEMAS DE INTERES NACIONAL
9,MULT 06/11-2,Efecto de las intervenciones multiprofesionales en la funcionalidad y autonomía del adulto mayor,01/12/2006,01/12/2006,"V. Carrasco / M. Castillo, M. Jirón, A. Castro",Servicio de Geriatría,Fondo Central de Investigación,CONCURSO MULTIDISCIPLINARIO EN TEMAS DE INTERES NACIONAL
